type,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,longitude,latitude
4,0,0,0,0.009,0.009,0,0.01,0.009,0,0,0.01,0.071,0.05,0.023,0,0,117.2058065,39.16362929
4,0,0,0,0.047,0.123,0.102,0.155,0.155,0.136,0.118,0.248,0.341,0.32,0.293,0.263,0.233,117.2067651,39.16417616
4,0,0,0,0.02,0.042,0.021,0.043,0.043,0.024,0.005,0.053,0.093,0.072,0.044,0.014,0,117.2079316,39.1650198
4,0,0,0,0.009,0.009,0.008,0.009,0.009,0.008,0,0.01,0.009,0.009,0,0,0,117.2090799,39.16567166
4,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.008,0.008,0,0,0,0,117.2150632,39.16090603
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.008,0,0,0,0,117.2165283,39.16088813
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2066583,39.1621582
4,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2089776,39.16271484
4,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2101169,39.1629324
4,0,0,0,0.009,0.009,0.002,0.009,0.009,0,0,0.009,0.009,0.007,0,0,0,117.227401,39.16115533
4,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.1691102,39.20472249
4,0,0,0,0.01,0.028,0.017,0.017,0.017,0.026,0.018,0.046,0.029,0.019,0.02,0.005,0,117.1746509,39.19615614
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2096069,39.18626275
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.2107132,39.18566867
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.006,0.008,0.007,0,0,0,117.2153866,39.18196506
4,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1271487,39.21992188
4,0,0,0,0.017,0.001,0,0.015,0.015,0.025,0,0.034,0.032,0.002,0,0,0,117.1267236,39.21759087
4,0,0,0,0.009,0,0,0.009,0.009,0,0,0.01,0.01,0,0,0,0,117.1741998,39.21401828
4,0,0,0,0.026,0.02,0,0.018,0.018,0.036,0.012,0.06,0.101,0.08,0.051,0.021,0,117.1551826,39.1907609
4,0,0,0,0.038,0.081,0.062,0.095,0.095,0.142,0.118,0.221,0.269,0.201,0.164,0.134,0.104,117.1599129,39.19169759
4,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1690297,39.18464817
4,0,0,0,0.012,0.011,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1674485,39.18289795
4,0,0,0,0.01,0.01,0,0.01,0.009,0.009,0,0.01,0.01,0,0,0,0,117.179506,39.17827365
4,0,0,0,0.01,0.014,0,0.015,0.015,0.023,0.002,0.051,0.063,0.019,0,0,0,117.179225,39.18022732
4,0,0,0,0.009,0.008,0,0.009,0.009,0.007,0,0.008,0.007,0,0,0,0,117.1778063,39.17751546
4,0,0,0,0.009,0.01,0,0.009,0.009,0.01,0,0.009,0.009,0.001,0,0,0,117.1792087,39.17757107
4,0,0,0,0.019,0.04,0.018,0.037,0.037,0.017,0,0.062,0.109,0.123,0.096,0.066,0.036,117.2072225,39.18915717
4,0,0,0,0.016,0.022,0,0.015,0.015,0.015,0,0.009,0.046,0.052,0.024,0,0,117.1893568,39.17906982
4,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.033,0.043,0.007,0,0,0,117.1819683,39.16065782
4,0,0,0,0.009,0.008,0,0.008,0.008,0.009,0,0.043,0.13,0.107,0.079,0.049,0.019,117.1801145,39.15927924
4,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1227336,39.21915012
4,0,0,0,0.01,0,0,0.01,0.01,0.01,0,0.023,0.018,0,0,0,0,117.1240481,39.2184866
4,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1391827,39.2003106
4,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.008,0.008,0,0,0,0,117.1388943,39.20111735
4,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1396571,39.19986762
4,0,0,0,0.021,0.025,0.002,0.021,0.021,0.022,0.001,0.033,0.035,0.003,0,0,0,117.1747135,39.16430447
4,0,0,0,0.01,0.009,0,0.009,0.009,0.009,0,0.009,0.037,0.029,0.001,0,0,117.1882878,39.16347439
4,0,0,0,0.028,0.054,0.036,0.064,0.064,0.08,0.064,0.118,0.165,0.144,0.116,0.086,0.056,117.1892418,39.16219699
3,0,0,0,0.021,0.046,0.026,0.052,0.052,0.036,0.018,0.077,0.124,0.104,0.076,0.046,0.016,117.1986681,39.16912652
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2001752,39.16762099
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.007,0,0,0,0,117.2099211,39.17599257
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.01,0.01,0,0,0,0,117.2109893,39.17501329
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.001,0.008,0,0,0,117.2234389,39.18532091
4,0,0,0,0.018,0.04,0.02,0.039,0.039,0.019,0,0.062,0.111,0.127,0.1,0.07,0.04,117.2251088,39.18385634
4,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.109825,39.21610758
4,0,0,0,0.01,0,0,0.009,0.009,0.01,0,0.017,0.021,0.004,0,0,0,117.1115883,39.21369276
4,0,0,0,0.021,0.005,0,0.02,0.02,0.047,0.024,0.07,0.1,0.075,0.046,0.016,0,117.1050439,39.22230957
4,0,0,0,0.014,0,0,0.013,0.013,0.015,0,0.02,0.015,0,0,0,0,117.1045074,39.22102268
4,0,0,0,0.02,0.002,0,0.019,0.019,0.035,0.005,0.044,0.054,0.016,0,0,0,117.1038797,39.21957709
4,0,0,0,0.009,0,0,0.01,0.009,0.009,0,0.011,0.025,0,0,0,0,117.1033379,39.20760932
4,0,0,0,0.019,0.002,0,0.017,0.017,0.034,0.005,0.031,0.041,0.008,0,0,0,117.1029872,39.21158339
4,0,0,0,0.031,0.014,0,0.025,0.025,0.069,0.042,0.081,0.095,0.045,0,0,0,117.1043384,39.2079164
4,0,0,0,0.022,0.008,0,0.019,0.019,0.051,0.039,0.09,0.162,0.196,0.193,0.163,0.133,117.1039887,39.21163628
4,0,0,0,0.02,0.001,0,0.017,0.017,0.026,0,0.01,0.009,0,0,0,0,117.1040392,39.19881999
4,0,0,0,0.026,0.014,0,0.02,0.02,0.068,0.053,0.101,0.143,0.117,0.088,0.058,0.028,117.1037676,39.20260227
4,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1050879,39.19890734
4,0,0,0,0.018,0,0,0.014,0.014,0.061,0.041,0.094,0.136,0.108,0.078,0.048,0.018,117.1047673,39.20279053
4,0,0,0,0.022,0.006,0,0.018,0.018,0.043,0.02,0.047,0.068,0.042,0.013,0,0,117.1039868,39.19612983
4,0,0,0,0.023,0.007,0,0.018,0.018,0.045,0.021,0.047,0.069,0.043,0.013,0,0,117.1034351,39.19232639
4,0,0,0,0.026,0.009,0,0.02,0.02,0.039,0.009,0.032,0.037,0.005,0,0,0,117.1038075,39.19488987
4,0,0,0,0.013,0.014,0,0.01,0.01,0.034,0.019,0.046,0.06,0.04,0.023,0.004,0,117.1290183,39.20205214
4,0,0,0,0.01,0,0,0.009,0.01,0.009,0,0.009,0.009,0,0,0,0,117.1353798,39.18654324
4,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.009,0.029,0.004,0,0,0,117.1688718,39.1763775
4,0,0,0,0.01,0.01,0.009,0.037,0.037,0.063,0.04,0.083,0.145,0.145,0.119,0.086,0.054,117.1666623,39.17131944
4,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.009,0.008,0,0,0,0,117.1717893,39.16727349
4,0,0,0,0.01,0,0,0.01,0.009,0.01,0,0.01,0.01,0,0,0,0,117.1005257,39.1759356
4,0,0,0,0.01,0,0,0.01,0.009,0.009,0,0.01,0.01,0,0,0,0,117.100456,39.1784139
4,0,0,0,0.01,0,0,0.009,0.009,0.009,0,0.01,0.01,0,0,0,0,117.1301676,39.17302273
4,0,0,0,0.009,0,0,0.009,0.009,0.008,0,0.001,0,0,0,0,0,117.1297347,39.17151855
4,0,0,0,0.028,0.045,0.028,0.049,0.049,0.072,0.052,0.092,0.126,0.102,0.073,0.043,0.013,117.1394705,39.16855849
3,0,0,0,0.01,0.009,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1517147,39.16469944
4,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0.002,0.009,0.008,0.006,0,0,0,117.1599433,39.16468262
4,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1591168,39.16307129
4,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1044344,39.17559543
4,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.026,0.04,0.004,0,0,0,117.1735664,39.16196533
4,0,0,0,0.023,0.013,0,0.01,0.01,0.01,0,0.01,0.012,0,0,0,0,117.175211,39.16158067
4,0,0,0,0.009,0.01,0,0.009,0.009,0.009,0,0.008,0.008,0,0,0,0,117.1763628,39.16174099
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.2140552,39.16582031
4,0,0,0,0.011,0.028,0.017,0.046,0.046,0.033,0.014,0.092,0.17,0.177,0.132,0.093,0.059,117.2239049,39.17352946
4,0,0,0,0.013,0.127,0.108,0.151,0.151,0.132,0.112,0.255,0.36,0.406,0.382,0.353,0.323,117.2290856,39.17641656
4,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.01,0.009,0.009,0,0,0,117.2372154,39.18972683
4,0,0,0,0.009,0.009,0,0.01,0.009,0,0,0.009,0.009,0.009,0,0,0,117.2398942,39.18731066
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.2428722,39.1846563
4,0,0,0,0.025,0.052,0.032,0.058,0.058,0.073,0.085,0.139,0.19,0.168,0.14,0.11,0.08,117.2058789,39.16062853
4,0,0,0,0.029,0.061,0.042,0.073,0.073,0.057,0.041,0.105,0.164,0.144,0.117,0.087,0.057,117.2081649,39.16124512
4,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2105943,39.16159776
4,0,0,0,0.01,0.056,0.094,0.242,0.242,0.373,0.412,0.498,0.577,0.565,0.537,0.508,0.478,117.2063251,39.15932916
4,0,0,0,0.027,0.054,0.036,0.064,0.064,0.078,0.092,0.147,0.197,0.177,0.15,0.12,0.09,117.2086268,39.15987196
4,0,0,0,0.039,0.089,0.065,0.09,0.09,0.071,0.08,0.11,0.119,0.07,0.043,0.013,0,117.2110034,39.16035645
4,0,0,0,0.009,0,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.1454159,39.25301053
4,0,0,0,0.013,0,0,0.015,0.015,0,0,0.043,0.036,0.008,0,0,0,117.1428681,39.25191759
4,0,0,0,0.01,0,0,0.011,0.011,0.01,0,0.03,0.02,0,0,0,0,117.1208922,39.2409375
4,0,0,0,0.016,0,0,0.018,0.018,0,0,0.065,0.103,0.086,0.058,0.028,0,117.1581006,39.23518555
4,0,0,0,0.017,0.019,0,0.022,0.022,0.032,0.009,0.138,0.178,0.173,0.131,0.097,0.067,117.1810528,39.24405138
4,0,0,0,0.009,0,0,0.009,0.009,0,0,0.009,0.01,0,0,0,0,117.160105,39.2345006
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.01,0,0,0,0,117.1879997,39.18997586
4,0,0,0,0.022,0.043,0.021,0.039,0.039,0.021,0,0.062,0.108,0.091,0.064,0.034,0.004,117.1932783,39.19221544
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.1981101,39.18640869
4,0,0,0,0.01,0,0,0.009,0.009,0,0,0.01,0.01,0,0,0,0,117.1706443,39.2128814
4,0,0,0,0.009,0,0,0.009,0.009,0,0,0.008,0.008,0,0,0,0,117.1723294,39.21344564
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.01,0.01,0,0,0,0,117.1900179,39.19069444
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.1913037,39.19139459
4,0,0,0,0.023,0.045,0.024,0.043,0.043,0.026,0.006,0.068,0.115,0.097,0.07,0.04,0.01,117.1951652,39.18516113
4,0,0,0,0.023,0.045,0.024,0.043,0.043,0.025,0.005,0.067,0.114,0.096,0.069,0.039,0.009,117.1965378,39.18570692
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.1955512,39.19191325
4,0,0,0,0.022,0.044,0.022,0.041,0.041,0.022,0.002,0.064,0.111,0.094,0.066,0.036,0.006,117.1986624,39.18803575
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.1969843,39.19017877
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2037573,39.18247477
4,0,0,0,0.009,0.009,0,0.01,0.009,0,0,0.009,0.009,0.009,0,0,0,117.2024357,39.18392877
4,0,0,0,0.034,0.084,0.064,0.103,0.103,0.086,0.068,0.174,0.268,0.249,0.222,0.192,0.162,117.2046894,39.17382324
4,0,0,0,0.015,0.017,0,0.015,0.015,0,0,0.049,0.098,0.079,0.052,0.022,0,117.205899,39.17457655
4,0,0,0,0.009,0.01,0,0.009,0.009,0,0,0.01,0.01,0,0,0,0,117.2075903,39.17567763
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2099078,39.16572428
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2106377,39.16570909
4,0,0,0,0.01,0.01,0,0.01,0.009,0,0,0.013,0.01,0,0,0,0,117.2086363,39.18742594
4,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.2092394,39.1866314
4,0,0,0,0.009,0.01,0,0.009,0.009,0,0,0.01,0.021,0.012,0,0,0,117.2200524,39.19496039
4,0,0,0,0.013,0.016,0,0.014,0.014,0,0,0.027,0.024,0.015,0,0,0,117.2280024,39.19826036
4,0,0,0,0.024,0.052,0.033,0.063,0.064,0.086,0.067,0.126,0.181,0.158,0.129,0.099,0.069,117.1781405,39.16025445
4,0,0,0,0.009,0.005,0,0.005,0.005,0.002,0,0.001,0.008,0,0,0,0,117.1791895,39.15936225
4,0,0,0,0.009,0.008,0,0.008,0.008,0.006,0,0.004,0.003,0,0,0,0,117.1576446,39.15870795
4,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1510661,39.16100315
4,0,0,0,0.018,0.001,0,0.018,0.018,0.038,0.014,0.06,0.084,0.06,0.031,0.001,0,117.1089147,39.23010362
4,0,0,0,0.01,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1107997,39.23395725
4,0,0,0,0.018,0.002,0,0.018,0.018,0,0,0.062,0.102,0.085,0.057,0.027,0,117.1681852,39.2234318
4,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1414572,39.20076877
4,0,0,0,0.022,0.057,0.035,0.055,0.055,0.035,0.012,0.088,0.133,0.151,0.124,0.094,0.064,117.2329153,39.19361925
4,0,0,0,0.009,0.01,0,0.01,0.01,0,0,0.022,0.019,0.01,0,0,0,117.2349829,39.19175456
4,0,0,0,0.019,0.003,0,0.018,0.018,0.032,0.009,0.069,0.103,0.082,0.054,0.024,0,117.1390283,39.22665582
4,0,0,0,0.01,0,0,0.01,0.009,0,0,0.02,0.038,0.016,0,0,0,117.1423717,39.22816216
4,0,0,0,0.01,0,0,0.01,0.009,0,0,0.023,0.018,0.009,0,0,0,117.150568,39.24705349
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.1728722,39.19890706
4,0,0,0,0.022,0.037,0.015,0.033,0.033,0.017,0,0.062,0.109,0.092,0.064,0.034,0.004,117.1704845,39.20288981
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.018,0.017,0.01,0,0,0,117.207733,39.20478244
4,0,0,0,0.01,0,0,0.01,0.009,0,0,0.023,0.024,0.002,0,0,0,117.1395549,39.25051025
4,0,0,0,0.023,0.007,0,0.018,0.018,0.035,0.011,0.063,0.1,0.079,0.05,0.02,0,117.1434825,39.20755588
4,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1214659,39.19375841
4,0,0,0,0.025,0.009,0,0.018,0.018,0.041,0.018,0.057,0.089,0.065,0.036,0.006,0,117.1244029,39.19449382
4,0,0,0,0.015,0.032,0.01,0.028,0.028,0.007,0,0.062,0.103,0.12,0.094,0.064,0.034,117.2092464,39.21921115
4,0,0,0,0.017,0.039,0.015,0.033,0.033,0.012,0,0.075,0.127,0.149,0.123,0.093,0.063,117.2055124,39.22231771
4,0,0,0,0.039,0.075,0.059,0.096,0.096,0.123,0.106,0.175,0.241,0.218,0.19,0.16,0.13,117.1780545,39.15768121
4,0,0,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0,0,0,0,117.2155282,39.15729519
4,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.01,0.009,0,0,0,0,117.222781,39.15837674
4,0,0,0,0.01,0.009,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1788789,39.15840224
4,0,0,0,0.025,0.025,0.002,0.021,0.021,0.02,0,0.036,0.129,0.107,0.079,0.049,0.019,117.1796715,39.15898899
4,0,0,0,0.063,0.126,0.106,0.13,0.13,0.144,0.128,0.173,0.213,0.191,0.162,0.132,0.102,117.1919884,39.15918321
4,0,0,0,0.009,0.009,0,0.008,0.008,0.01,0.007,0.01,0.098,0.081,0.052,0.021,0,117.1947952,39.15722304
4,0,0,0,0.045,0.058,0.013,0.05,0.05,0.045,0.042,0.083,0.081,0.016,0,0,0,117.1961306,39.15628825
4,0,0,0,0.009,0.013,0.007,0.042,0.042,0.018,0.002,0.064,0.075,0.043,0.021,0,0,117.2348267,39.15850206
4,0,0,0,0.01,0.01,0,0.009,0.009,0.01,0.01,0.009,0.078,0.065,0.038,0.008,0,117.2111127,39.15697211
4,0,0,0,0.038,0.075,0.059,0.096,0.096,0.123,0.106,0.175,0.24,0.218,0.19,0.16,0.13,117.1779036,39.15854411
4,0,0,0,0.039,0.075,0.059,0.096,0.096,0.123,0.106,0.175,0.24,0.218,0.19,0.16,0.13,117.1779834,39.15806641
4,0,0,0,0.037,0.075,0.059,0.096,0.096,0.123,0.106,0.175,0.241,0.219,0.19,0.16,0.13,117.1774425,39.15774767
4,0,0,0,0.006,0.005,0,0.009,0.009,0.009,0,0.003,0.004,0,0,0,0,117.1770749,39.15752224
4,0,0,0,0.009,0.008,0,0.009,0.009,0.005,0,0.009,0.002,0,0,0,0,117.1764583,39.15748617
4,0,0,0,0.009,0.008,0,0.009,0.009,0.008,0,0.008,0.006,0,0,0,0,117.1754544,39.15756809
4,0,0,0,0.025,0.046,0.057,0.081,0.081,0.097,0.078,0.117,0.151,0.127,0.099,0.069,0.039,117.170832,39.15769586
4,0,0,0,0.02,0.019,0.015,0.02,0.02,0.017,0,0.024,0.024,0,0,0,0,117.1688403,39.15736627
4,0,0,0,0.009,0.006,0,0.006,0.006,0.008,0.037,0.196,0.356,0.342,0.315,0.286,0.257,117.1854633,39.15733019
4,0,0,0,0.008,0.007,0,0.002,0.002,0.003,0,0.005,0.001,0,0,0,0,117.1766737,39.15697645
4,0,0,0,0.01,0.009,0,0.009,0.009,0.009,0,0.007,0.006,0,0,0,0,117.1784793,39.15635145
4,0,0,0,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0.011,0,0,0,0,117.1579617,39.15713352
4,0,0,0,0.009,0.009,0,0.009,0.009,0.012,0,0.04,0.064,0.024,0,0,0,117.1513013,39.15757189
4,0,0,0,0.009,0,0.009,0.009,0.009,0.009,0,0.009,0,0,0,0,0,117.0990411,39.15679986
4,0,0,0,0.01,0.009,0,0.009,0.009,0.009,0,0.009,0.017,0,0,0,0,117.1277352,39.16369982
4,0,0,0,0.01,0.01,0,0.01,0.009,0.01,0,0.01,0.01,0,0,0,0,117.1700317,39.17582791
4,0,0,0,0.009,0.009,0,0.01,0.009,0.01,0,0.01,0.01,0,0,0,0,117.1704598,39.17561713
4,0,0,0,0.018,0.023,0,0.021,0.021,0,0,0.043,0.04,0.004,0,0,0,117.210025,39.17657037
4,0,0,0,0.01,0.01,0,0.012,0.012,0,0,0.038,0.035,0.002,0,0,0,117.2107639,39.17702176
4,0,0,0,0.009,0.01,0,0.011,0.011,0,0,0.014,0.012,0,0,0,0,117.2096685,39.17699137
4,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.01,0.009,0,0,0,0,117.2104905,39.1773801
3,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.01,0.009,0,0,0,117.1276031,39.22415392
3,0,0,0,0.01,0,0,0.01,0.009,0.009,0,0.01,0.026,0,0,0,0,117.1253928,39.22110921
3,0,0,0,0.015,0,0,0.014,0.014,0.009,0,0.01,0.027,0,0,0,0,117.1258572,39.21974202
3,0,0,0,0.014,0,0,0.012,0.012,0.015,0,0.032,0.028,0,0,0,0,117.1288957,39.22102593
3,0,0,0,0.01,0,0,0.01,0.009,0.01,0,0.023,0.018,0,0,0,0,117.1324867,39.21865099
3,0,0,0,0.01,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1337145,39.217567
3,0,0,0,0.01,0,0,0.009,0.009,0.009,0,0.01,0.01,0,0,0,0,117.1347244,39.21635308
3,0,0,0,0.01,0,0,0.01,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1375513,39.21282389
3,0,0,0,0.011,0,0,0.01,0.009,0,0,0.077,0.091,0.101,0.068,0.038,0.008,117.1689209,39.25473497
3,0,0,0,0.011,0,0,0.011,0.011,0,0,0.01,0.01,0.036,0.008,0,0,117.1736228,39.25155328
3,0,0,0,0.01,0,0,0.009,0.009,0,0,0.01,0.009,0.009,0.006,0,0,117.1858049,39.23702257
3,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1414247,39.21186008
3,0,0,0,0.01,0,0,0.01,0.009,0,0,0.01,0.009,0,0,0,0,117.1671742,39.22300049
3,0,0,0,0.01,0,0,0.009,0.009,0,0,0.009,0.009,0,0,0,0,117.1691832,39.22387831
3,0,0,0,0.01,0,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.1753231,39.22550673
3,0,0,0,0.012,0,0,0.013,0.013,0,0,0.042,0.081,0.098,0.071,0.041,0.011,117.1874344,39.22647163
3,0,0,0,0.01,0,0,0.01,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1486013,39.20366916
3,0,0,0,0.009,0.01,0,0.009,0.009,0,0,0.009,0.008,0.009,0,0,0,117.192675,39.21911079
3,0,0,0,0.01,0.01,0,0.01,0.009,0,0,0.018,0.014,0,0,0,0,117.1799292,39.21478109
3,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.009,0.016,0.015,0,0,0,117.1834353,39.21422119
3,0,0,0,0.014,0.034,0.01,0.028,0.028,0.009,0,0.061,0.084,0.059,0.017,0,0,117.185934,39.2096799
3,0,0,0,0.015,0.009,0,0.01,0.009,0,0,0.063,0.108,0.097,0.081,0.051,0.021,117.19199,39.20330431
3,0,0,0,0.009,0.009,0,0.01,0.009,0,0,0.009,0.009,0.01,0,0,0,117.2064982,39.20183757
3,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.009,0.072,0.063,0.015,0,0,117.2191461,39.20648844
3,0,0,0,0.01,0.013,0,0.011,0.01,0,0,0.078,0.08,0.044,0,0,0,117.2180661,39.19682888
3,0,0,0,0.009,0.01,0,0.01,0.009,0,0,0.01,0.009,0.009,0,0,0,117.2110748,39.18632677
3,0,0,0,0.013,0.01,0,0.01,0.009,0,0,0.086,0.2,0.238,0.212,0.182,0.152,117.2129102,39.18585069
3,0,0,0,0.01,0.009,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.2141485,39.1866984
3,0,0,0,0.025,0.057,0.035,0.055,0.055,0.035,0.014,0.086,0.145,0.165,0.138,0.108,0.078,117.2152962,39.1882468
3,0,0,0,0.012,0.012,0,0.013,0.013,0,0,0.031,0.02,0.009,0,0,0,117.2218921,39.20729248
3,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1582286,39.19892361
3,0,0,0,0.012,0,0,0.025,0.025,0.032,0,0.061,0.094,0.063,0.033,0,0,117.1608181,39.20011393
3,0,0,0,0.014,0.01,0,0.01,0.01,0.03,0.004,0.061,0.076,0.036,0.002,0,0,117.1632753,39.19400608
3,0,0,0,0.018,0.019,0,0.014,0.014,0.015,0,0.03,0.085,0.065,0.037,0.007,0,117.170411,39.19222982
3,0,0,0,0.013,0.025,0.001,0.015,0.015,0.045,0.023,0.108,0.165,0.145,0.117,0.087,0.057,117.1705165,39.19045953
3,0,0,0,0.009,0.009,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1728147,39.18515923
3,0,0,0,0.01,0.009,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.179366,39.1825293
3,0,0,0,0.009,0.01,0,0.01,0.009,0,0,0.01,0.009,0.009,0,0,0,117.2032541,39.19892497
3,0,0,0,0.009,0.009,0,0.01,0.009,0,0,0.01,0.037,0.022,0.001,0,0,117.2110544,39.18416857
3,0,0,0,0.009,0.009,0,0.009,0.009,0,0,0.009,0.009,0.009,0,0,0,117.2143617,39.18201552
3,0,0,0,0.009,0,0,0.01,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1410276,39.20805447
3,0,0,0,0.01,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1439966,39.20479438
3,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1430187,39.20353027
3,0,0,0,0.009,0,0,0.01,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1415704,39.203058
3,0,0,0,0.01,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1416227,39.1994968
3,0,0,0,0.01,0,0,0.009,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1442022,39.19661757
3,0,0,0,0.01,0,0,0.01,0.009,0.009,0,0.009,0.009,0,0,0,0,117.1454023,39.19352919
3,0,0,0,0.039,0.023,0.004,0.029,0.029,0.066,0.042,0.125,0.202,0.179,0.151,0.121,0.091,117.1458846,39.19222656
3,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.01,0.009,0,0,0,0,117.149037,39.19102295
3,0,0,0,0.009,0,0,0.009,0.009,0.009,0,0.011,0.027,0,0,0,0,117.1512107,39.19820991
3,0,0,0,0.01,0,0,0.01,0.01,0.01,0,0.01,0.009,0,0,0,0,117.1440582,39.20119222
3,0,0,0,0.009,0,0,0.01,0.009,0.009,0,0.028,0.09,0.069,0.04,0.01,0,117.1479324,39.19675808
3,0,0,0,0.019,0.001,0,0.016,0.016,0.023,0,0.039,0.102,0.059,0.017,0,0,117.1503507,39.19660834
